id,nombre,fuentes,genero,fecha,municipio,departamento,tipo_de_lider,cargo,fuentes_prensa,año,dia
johana-alarcon,Johana Alarcon,"Prensa,Indepaz,Col. Abogados JAR",Femenino,2017-06-09,Cali,Valle del Cauca,Líder comunitario,Docente,https://www.bluradio.com/cali/docente-de-colegio-publico-de-cali-fue-asesinada-cuando-llegaba-su-casa-143573,2017,06
bernardo-cuero-bravo,Bernardo Cuero Bravo,"Prensa,Pacifista,Indepaz,ONU,Somos Defensores",Masculino,2017-06-09,Malambo,Atlántico,Líder afrodescendiente,Fiscal de la Asociación Nacional de Afrocolombianos Desplazados -AFRODES,http://www.eltiempo.com/justicia/delitos/asesinado-lider-de-victimas-en-malambo-atlantico-96816,2017,06
narda-barchilon,Narda Barchilón,"Prensa,Indepaz,Somos Defensores",Femenino,2017-06-14,Arauca,Arauca,Líder comunitario,Activista por los derechos de las mujeres de la Comunidad de Mujeres Barrios Villaluz y ORG apoyar,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf,2017,06
juana-almazo-uriana,Juana Almazo Uriana Epiayú,"Prensa,ONU",Femenino,2017-07-26,Uribia,La Guajira,Líder juvenil,Coordinadora de convivencia en la Institución Educativa Camino Verde,http://rutasdelconflicto.com/tras-el-acuerdo/node/89,2017,07
wilmer-hernandez,Wilmer Hernández Caicedo,"Prensa,Indepaz,Somos Defensores",Masculino,2017-07-29,López de Micay,Cauca,"Líder comunal - JAC,Líder afrodescendiente",Miembro,http://www.wradio.com.co/noticias/actualidad/asesinado-lider-social-en-la-costa-pacifica-del-cauca/20170729/nota/3534197.aspx,2017,07
jesus-maria-morales,Jesús María Morales Morales,"Prensa,Indepaz",Masculino,2017-08-04,Belalcázar,Caldas,Líder indígena,Exgobernador indígena del resguardo Totumal. Integrante del Consejo de Gobierno del Cabildo Indígena de Totumal,http://www.lapatria.com/sucesos/de-un-disparo-asesinaron-lider-de-resguardo-totumal-de-belalcazar-378905,2017,08
idaly-castillo-narvaez,Idaly Castillo Narváez,"Prensa,Pacifista,Indepaz,ONU,Somos Defensores",Femenino,2017-08-09,Rosas,Cauca,Líder comunitario,Miembro de la mesa de víctimas del Cauca,http://pacifista.co/una-lider-asesinada-las-mujeres-siguen-siendo-un-arma-de-guerra/,2017,08
alcibiades-de-jesus-largo,Alcibiades De Jesús Largo Hernández,"Prensa,Indepaz",Masculino,2017-08-12,Supia,Caldas,Líder indígena,Miembro de guardia indígena de Cañamomo Lomaprieta ,http://www.onic.org.co/comunicados-regionales/1992-autoridades-indigenas-del-resguardo-de-canamomo-lomaprieta-en-caldas-denuncian-el-asesinato-del-comunero-y-guardia-indigena-alcibiades-largo-hernandez,2017,08
manuel-ramirez-mosquera,Manuel Ramírez Mosquera,"Prensa,Pacifista,Indepaz,ONU",Masculino,2017-08-17,Riosucio,Chocó,"Líder campesino o agrario,Líder indígena",Líder de la Asociación indígena Wounaan del Darién Chocoano - Asowaudach y de la comunidad indígena Quiparadó,http://pacifista.co/45-lideres-sociales-asesinados-inicio-implementacion/,2017,08
maritza-yuliana-garcia,Maritza Yuliana García Vinasco,"Prensa,Indepaz,ONU,Somos Defensores",Femenino,2017-09-23,Pereira,Risaralda,Líder juvenil,Lideraba un proceso de ayuda con niños y habitantes de calle en el área metropolitana de Pereira,http://www.rcnradio.com/locales/risaralda/autoridades-investigan-asesinato-lider-social-dosquebradas/,2017,09
luis-alfonso-villadiego,Luis Alfonso Villadiego,"Indepaz,ONU,Somos Defensores",Masculino,2017-10-03,Sampués,Sucre,Líder indígena,Cabildo menor indígena Zenu Achiote. Representante de acueducto regional,http://www.eluniversal.com.co/regional/autoridades-tiene-indicios-de-uno-de-los-hombres-que-asesino-al-lider-indigena-263380,2017,10
oscar-tenorio-sunscue,Óscar Tenorio Sunscue,"Prensa,Indepaz,ONU,Somos Defensores",Masculino,2017-10-06,Páez,Cauca,Líder indígena,Gobernador suplenete del resguardo Chinas - CRIC,https://www.elespectador.com/noticias/judicial/onu-alerta-por-crimen-de-gobernador-indigena-en-cauca-articulo-718165,2017,10
maria-efigenia-vasquez,María Efigenia Vásquez Astudillo,"Prensa,Pacifista,Indepaz,ONU,Somos Defensores",Femenino,2017-10-08,Puracé,Cauca,Líder indígena,Miembro de la emisora del resguardo Kokonkco,http://www.elcolombiano.com/colombia/paz-y-derechos-humanos/efigenia-vasquez-periodista-indigena-murio-en-enfrentamientos-con-el-esmad-en-cauca-CF7456062,2017,10
ofelia-espinosa-de-lopez,Ofelia Espinosa de Lopez,Indepaz,Femenino,2017-10-08,Santurario,Risaralda,Líder comunitario,Tesorera de la Junta de Acción Comunal de la vereda La Guaira,http://lapazenelterreno.com/node/109,2017,10
liliana-patricia-catano,Liliana Patricia Cataño Montoya,"Prensa,Pacifista,Indepaz,ONU,Somos Defensores",Femenino,2017-10-17,Medellín,Antioquia,Líder comunitario,Participaba en proyectos relacionados con tierras y reclamación de predios del sector,http://lapazenelterreno.com/node/45,2017,10
jose-jair-cortes,José Jair Cortés,"Prensa,Pacifista,Indepaz,ONU,Somos Defensores,Defensoría",Masculino,2017-10-17,Tumaco,Nariño,"Líder comunitario,Líder afrodescendiente",Líder del Consejo comunitario Alto Mira y Frontera,http://www.semana.com/nacion/articulo/asesinan-a-uno-de-los-lideres-comunitarios-que-denuncio-masacre-de-tumaco/544116,2017,10
liliana-astrid-ramirez,Liliana Astrid Ramírez Martínez,"Prensa,Indepaz,ONU,Somos Defensores",Femenino,2017-10-20,Coyaima,Tolima,Líder comunitario,Docente,http://www.notimerica.com/politica/noticia-colombia-matan-profesora-colombiana-liliana-astrid-ramirez-cuarta-lider-social-asesinada-solo-dos-dias-20171020023938.html,2017,10
miguel-perez,Miguel Pérez,"Prensa,Pacifista,Indepaz,ONU,Somos Defensores",Masculino,2017-10-23,Tarazá,Antioquia,Líder comunal - JAC,Presidente de la Junta de Acción Comunal de la vereda La Unión del municipio de Tarazá,http://www.elcolombiano.com/antioquia/seguridad/asesinato-de-lider-social-en-taraza-CA7543433 https://www.minuto30.com/a-lider-social-de-sustitucion-de-cultivos-ilicitos-lo-sacaron-de-su-casa-y-lo-asesinaron-en-taraza-antioquia/502740/,2017,10
aulio-isarama-forastero,Aulio Isarama Forastero,"Prensa,Pacifista,Indepaz,ONU,Somos Defensores,Defensoría",Masculino,2017-11-10,Alto Baudó,Chocó,Líder indígena,Gobernador indígena del resguardo Catru Dubaza Ancoso. Asociación de cabildos indígenas del río Dubasa - ACIRDU,https://noticias.caracoltv.com/colombia/asesinan-lider-social-y-gobernador-indigena-en-choco-frente-su-comunidad https://www.elespectador.com/noticias/judicial/es-un-incidente-grave-que-sera-evaluado-gobierno-sobre-crimen-de-lider-indigena-manos-del-eln-articulo-720559,2017,11
luz-yeni-montano,Luz Yeni Montaño Arboleda,"Prensa,Pacifista,Indepaz,Somos Defensores",Femenino,2017-11-13,Tumaco,Nariño,Líder comunal - JAC,Miembro de la Junta de Acción Comunal del barrio Viento Libre de Tumaco (Nariño). Trabajaba de la mano con la parroquia La Resurreción,https://www.elespectador.com/noticias/nacional/asesinan-yeni-montano-arboleda-lider-social-de-tumaco-narino-articulo-723014,2017,11
albert-martinez,Albert Martínez,"Indepaz,Somos Defensores",Masculino,2017-11-15,Cajibío,Cauca,Líder comunitario,Miembro de la Marcha Patriótica,http://www.resumenlatinoamericano.org/2017/11/15/colombia-continua-asesinato-de-lideres-sociales-aparece-muerto-el-campesino-albert-martinez/,2017,11
mario-jacanamijoy,Mario Jacanamijoy,"Prensa,Pacifista,Indepaz,Somos Defensores",Masculino,2017-11-25,Belén de los Andaquies,Caquetá,Líder indígena,"Líder de la organización indígena Tandachiridu Inganokuna, encargado de impulsar los temas de medicina tradicional. Integrante del Consejo departamental indígena del Caquetá - CODIC. En el año 2014 fue candidato a la Asamblea Departamental por el Movimiento Alternativo Indígena y Social -MAIS",http://www.semana.com/nacion/articulo/aseinato-lider-social-mario-jacanamijoy-caqueta/548555,2017,11
edison-marcial-ortiz,Édison Marcial Ortiz Bolaños,"Prensa,Pacifista",Masculino,2017-11-30,Maguí Payán,Nariño,"Líder comunitario,Líder afrodescendiente",Representante del Consejo Comunitario Manos Amigas,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2017,11
hernan-bedoya,Hernán Bedoya,"Prensa,Pacifista,Indepaz,Somos Defensores",Masculino,2017-12-08,Rio Sucio,Chocó,"Líder campesino o agrario,Líder afrodescendiente","Líder de la comundad Bijao Onofre y del Consejo comunitario de Pedeguita Mancilla e integrante de la Organización ""Comunidades construyendo paz en los territorios -CONPAZ""",http://www.justiciaypazcolombia.com/asesinado-lider-hernan-bedoya/,2017,12
alfonso-perez-mellizo,Alfonso Pérez Mellizo,"Prensa,Pacifista",Masculino,2017-12-18,Patía,Cauca,Líder comunal - JAC,Miembro de la Junta de Acción Comunal del corregimiento Pan de Azúcar,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2017,12
pablo-oviedo,Pablo Oviedo,"Prensa,Pacifista",Masculino,2017-12-20,Puerto Asís,Putumayo,Líder comunal - JAC,Dirigente comunal de la vereda Puerto Colombia,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2017,12
guillermo-javier-artuz,Guillermo Javier Artuz,"Prensa,Pacifista",Masculino,2017-12-24,Tierralta,Córdoba,Líder campesino o agrario,Miembro de la Asociación de Campesinos Productores de la vereda La Osa,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2017,12
mario-dumar-rojas,Mario Dumar Rojas,"Prensa,Pacifista",Masculino,2017-12-29,Cumaral,Meta,Líder comunal - JAC,Presidente de la Junta de Acción Comunal de la vereda El Yarí de Cumaral,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2017,12
alirio-sanchez,Alirio Sanchez,"Indepaz,Somos Defensores",Masculino,2018-01-06,Totoró,Cauca,Líder indígena,Médico tradicional de un resguardo indígena de Tororó.,http://www.eltiempo.com/colombia/cali/familiares-de-medico-tradicional-en-cauca-piden-aclarar-su-asesinato-170690; https://www.elpais.com.co/judicial/asesinan-a-medico-tradicional-en-totoro-cauca.html,2018,01
diana-luz-romero,Diana Luz Romero Mogales,"Prensa,Indepaz,Somos Defensores",Femenino,2018-01-09,Puerto Leguízamo,Putumayo,Líder comunal - JAC,"Presidenta de la Junta de Acción Comunal en la Vereda San Joaquín, del corregimiento de Piñuña        Negro",https://hrdmemorial.org/es/hrdrecord/diana-luz-romero-mogajes/,2018,01
diana-luz-solano,Diana Luz Solano,Indepaz,Femenino,2018-01-16,Saragoza,Antioquia,Líder indígena,Hija del gobernador local,http://www.eltiempo.com/colombia/medellin/antioquia-homicidio-de-hija-de-gobernador-indigena-en-zaragoza-172136,2018,01
victor-manuel-morato,Víctor Manuel Morato,"Prensa,Pacifista,Indepaz,Somos Defensores",Masculino,2018-01-17,Yondó,Antioquia,Líder comunal - JAC,Presidente de la Junta de Acción Comunal de la vereda La Rompida Uno,http://www.vanguardia.com/santander/barrancabermeja/421880-asesinan-a-lider-de-la-zona-rural-de-yondo,2018,01
plinio-pulgarin,Plinio Pulgarín,"Prensa,Pacifista,Indepaz,Somos Defensores",Masculino,2018-01-18,San José de Uré,Córdoba,Líder comunal - JAC,Presidente de la Junta de Acción Comunal de la vereda San Pedrito,https://www.telesurtv.net/news/Asesinan-en-Colombia-a-lider-social-Plinio-Pulgarin-20180119-0001.html,2018,01
leidy-xiomara-pena,Leidy Xiomara Peña Naveo,Indepaz,Femenino,2018-01-19,Tame,Arauca,Líder comunitario,Docente,http://caracol.com.co/radio/2018/01/20/regional/1516402899_241521.html,2018,01
luis-diaz-lopez,Luis Diaz Lopez,"Indepaz,Somos Defensores",Masculino,2018-01-19,Tame,Arauca,Líder indígena,"Miembro de la la comunidad Juliero, de Pueblo Beyote",https://www.elespectador.com/noticias/judicial/confusas-versiones-sobre-muerte-de-indigenas-en-arauca-articulo-734448,2018,01
miller-diaz-lopez,Miller Diaz Lopez,"Indepaz,Somos Defensores",Masculino,2018-01-19,Tame,Arauca,Líder indígena,"Miembro de la la comunidad Juliero, de Pueblo Beyote",https://www.elespectador.com/noticias/judicial/confusas-versiones-sobre-muerte-de-indigenas-en-arauca-articulo-734448,2018,01
jose-olmedo-obando,Jose Olmedo Obando,"Prensa,Indepaz,Somos Defensores",Masculino,2018-01-22,Ipiales,Nariño,Líder afrodescendiente,Líder afrodescendiente del consejo comunitario Nueva Esperanza,https://prensarural.org/spip/spip.php?article22624,2018,01
harley-johanny-mogollon,Harley Johanny Mogollon Becerra,"Prensa,Indepaz,Somos Defensores",Masculino,2018-01-22,Saravena,Arauca,Líder campesino o agrario,"Miembro de la Asociación Nacional Campesina José Antonio Galán Zorro, donde era coordinador del Distrito 1 de Saravena",http://centroriente.org/asesinato-de-lider-social-reafirma-condicion-de-indefension-en-la-cual-desarrolla-su-actividad/,2018,01
fares-carabali-carbonero,Fares Carabalí Carbonero,"Pacifista,Indepaz",Masculino,2018-01-23,Buenos Aires,Cauca,Líder comunitario,"Gerente de la Cooperativa Multiactiva Unión de Mineros de Buenos Aires, Cauca",https://www.elpais.com.co/judicial/fue-asesinado-el-hermano-del-alcalde-de-buenos-aires-cauca.html,2018,01
jose-fernando-castillo,Jose Fernando Castillo,Indepaz,Masculino,2018-01-23,Buenos Aires,Cauca,Líder afrodescendiente,"Miembro del Consejo Comunitario Cerro Teta, integrante de PCN ANAFRO",SD,2018,01
miguel-eduardo-parra,Miguel Eduardo Parra Rondon,"Prensa,Indepaz,Somos Defensores",Masculino,2018-01-25,Chitaga,Norte de Santander,Líder comunitario,Presidente de la junta de acción comunal El Roble del municipio de Chitaga,http://caracol.com.co/emisora/2018/07/05/cucuta/1530801524_036043.html,2018,01
eleazar-tequia-bitucay,Eleazar Tequia Bitucay,"Pacifista,Indepaz,Somos Defensores",Masculino,2018-01-26,El Cármen de Atrato,Chocó,Líder indígena,Jefe de la guardia indígena de la comunidad embera katío del Dieciocho- ASOREWA,"https://colombia2020.elespectador.com/territorio/asi-fue-el-adios-eleazar-tequia-bitucay,https://www.eltiempo.com/colombia/otras-ciudades/asesinan-a-temistocles-machado-lider-social-de-buenaventura-176006",2018,01
franyer-gomez-buendia,Franyer Gómez Buendía,Prensa,Masculino,2018-01-27,Chitaga,Norte de Santander,Líder sindical,Dirigente sindical,http://caracol.com.co/emisora/2018/07/05/cucuta/1530801524_036043.html,2018,01
temistocles-machado,Temistoclés Machado,"Prensa,Pacifista,Indepaz,Somos Defensores",Masculino,2018-01-27,Buenaventura,Valle del Cauca,Líder comunitario,Líder comunitario del barrio Isla de la Paz,http://www.semana.com/nacion/articulo/asesinan-a-temistocles-machado-uno-de-los-lideres-del-paro-civico-de-buenaventura/555146,2018,01
berber-victor-velasquez,Berber Víctor Velasquez Vitola,"Prensa,Indepaz,Somos Defensores",Masculino,2018-01-28,Cáceres,Antioquia,Líder comunitario,Líder de movimiento Compromiso Ciudadano y	promotor cultural en la región,http://caracol.com.co/emisora/2018/01/28/medellin/1517170325_013605.html,2018,01
nicomedes-payan-segura,Nicomedes Payán Segura,"Indepaz,Somos Defensores,Defensoría",Masculino,2018-01-29,López de Micay,Cauca,Líder afrodescendiente,"Fiscal del	Consejo Comunitario de Comunidades Negras, Mamuncia",https://www.eltiempo.com/colombia/cali/asesinaron-a-lider-social-de-lopez-de-micay-en-el-cauca-176888,2018,01
leidy-amaya-ramirez,Leidy Amaya Ramirez,"Prensa,Pacifista,Indepaz,Somos Defensores",Femenino,2018-01-30,San Calixto,Norte de Santander,Líder comunitario,Promotora de salud del municipio de san Calixto,https://www.rcnradio.com/colombia/santanderes/autoridades-investigan-asesinato-ex-funcionaria-la-alcaldia-san-calixto-catatumbo,2018,01
nixon-mutis,Nixon Mutis Sossa,"Prensa,Pacifista,Indepaz,Somos Defensores",Masculino,2018-01-30,Cantagallo,Bolívar,Líder comunal - JAC,"Presidente de la junta de acción comunal de la vereda Chaparral, del municipio de Cantagallo y sustitución alternativa de cultivos de coca, COCCAM.        ",https://www.elheraldo.co/bolivar/asesinan-lider-comunal-en-bolivar-453776,2018,01
antonio-maria-vargas,Antonio Maria Vargas Madrid,"Prensa,Indepaz,Somos Defensores",Masculino,2018-01-31,San José de Uré,Córdoba,Líder comunal - JAC,Tesorero de la Junta de Acción Comunal de la vereda Nueva Ilusión en el municipio de San José de Uré en el sur de Córdoba.,http://www.eltiempo.com/colombia/otras-ciudades/asesinan-al-lider-comunal-antonio-vargas-en-el-sur-de-cordoba-177810,2018,01
yolanda-maturana,Yolanda Maturana,"Prensa,Pacifista,Indepaz,ONU",Femenino,2018-02-01,Pueblo Rico,Risaralda,Líder ambiental,Defensora de los recursos naturales en la zona limítrofe entre los departamentos de Risaralda y Chocó.,https://www.telesurtv.net/news/Asesinan-en-Colombia-a-lider-ambientalista-Yolanda-Maturana-20180203-0018.html,2018,02
daniel-cabrera,Daniel Cabrera,Indepaz,Masculino,2018-02-01,Bahia Solano,Chocó,Líder indígena,Miembro,NA,2018,02
diana-patricia-mejia,Diana Patricia Mejia Fonseca,"Prensa,Indepaz,Somos Defensores",Femenino,2018-02-03,Bogotá,Bogotá,Líder comunitario,Madre comunitaria del barrio Candelaria La	Nueva (Ciudad Bolívar),https://www.pulzo.com/nacion/madre-comunitaria-asesinada-tiros-bogota-PP433334,2018,02
carlos-eduardo-melo,Carlos Eduardo Melo Ramirez,"Prensa,Indepaz,Somos Defensores",Masculino,2018-02-05,Bogotá,Bogotá,Líder comunitario,Líder del barrio Antonio José de Sucre de la localidad de Usme,http://www.eltiempo.com/bogota/se-entrego-supuesto-asesino-de-lider-social-de-usme-179784,2018,02
sandra-janeth-luna,Sandra Yaneth Luna,"Prensa,Pacifista,Indepaz",Femenino,2018-02-07,Tibú,Norte de Santander,Líder comunal - JAC,"Presidenta de la Junta de Acción Comunal de la vereda Totumito Carboneras, de la región del Catatumbo",https://www.elespectador.com/noticias/nacional/santander/asesinan-otra-lider-social-en-tibu-norte-de-santander-articulo-737851,2018,02
david-alexis-narvaez,David Alexis Narvaez,"Prensa,Indepaz,Somos Defensores",Masculino,2018-02-08,Tarazá,Antioquia,Líder campesino o agrario,Líder y beneficiario del programa de sustitución de cultivos	ilícitos en	la región,http://caracol.com.co/emisora/2018/02/10/medellin/1518237495_365688.html,2018,02
jonathan-cundumi-anchino,Jonathan Cundumi Anchino,"Prensa,Indepaz,Somos Defensores",Masculino,2018-02-09,Guapi,Cauca,Líder campesino o agrario,Integrante del        Movimiento        Étnico        y Popular        del        Pacifico        -MOEP,http://www.eltiempo.com/colombia/cali/asesinaron-a-dos-lideres-sociales-en-guapi-cauca-el-pasado-viernes-181104,2018,02
jesus-orlando-grueso,Jesus Orlando Grueso Obregon,"Prensa,Pacifista,Indepaz,Somos Defensores",Masculino,2018-02-09,Guapi,Cauca,Líder campesino o agrario,"Integrante del        Movimiento        Étnico        y Popular        del        Pacifico        -MOEP,        de        la         Coordinadora        Nacional        de        Cultivadores        de        Coca,        Amapola        y        Marihuana        COCCAM",http://www.eltiempo.com/colombia/cali/asesinaron-a-dos-lideres-sociales-en-guapi-cauca-el-pasado-viernes-181104,2018,02
deiver-quintero-perez,Deiver Quintero Perez,"Prensa,Indepaz,Somos Defensores",Masculino,2018-02-11,Tarra,Norte de Santander,Líder comunal - JAC,Coordinador de deportes de la junta de acción comunal del barrio el tarrita,http://caracol.com.co/emisora/2018/07/05/cucuta/1530801524_036043.html,2018,02
omar-arbey-martinez,Omar Arbey Martinez,"Prensa,Indepaz,Somos Defensores",Masculino,2018-02-12,Tame,Arauca,Líder comunal - JAC,"Representante	Comité	de	Conciliación	JAC	 de	la	vereda	Corosito,	municipio	de	Tame",https://lavozdelcinaruco.com/18807-aparece-asesinado-dirigente-social-que-habia-sido-secuestrado,2018,02
cristian-camilo-toro,Cristian Camilo Toro Rodas,"Prensa,Indepaz,Somos Defensores,CODHES",Masculino,2018-02-17,Quimbaya,Quindio,Líder comunitario,Precandidato a la alcaldía de Qumbaya,https://www.rcnradio.com/bogota/lider-politico-fue-asesinado-en-quimbaya-quindio,2018,02
elkin-fabian-toro,Elkin Fabian Toro,"Prensa,Pacifista,Indepaz,Somos Defensores",Masculino,2018-02-17,Tarra,Norte de Santander,Líder comunal - JAC,Presidente de la junta de acción comunal de la vereda el zul – Municipio de San Calixto,https://www.eltiempo.com/colombia/otras-ciudades/elkin-toro-lider-social-asesinado-en-el-catatumbo-184198,2018,02
juan-emilio-habran,Juan Emilio Habran Solano,"Prensa,Indepaz,Somos Defensores",Masculino,2018-02-23,Cúcuta,Norte de Santander,Líder comunitario,Ex directivo de ASOJUNTAS comuna cinco y directivo de la liga nortesantandereana de gimnasia.,http://caracol.com.co/emisora/2018/07/05/cucuta/1530801524_036043.html,2018,02
flover-sapuyes-gaviria,Flover Sapuyes Gaviria,"Prensa,Indepaz,Somos Defensores,CODHES",Masculino,2018-02-23,Balboa,Cauca,Líder campesino o agrario,Tesorero del comité de Impulso de la Coccam en la vereda La Esperanza;,http://www.contagioradio.com/asesinan-a-flover-sapuyes-gaviria-lider-de-sustitucion-de-cultivos-en-cauca-articulo-51749/,2018,02
soneyda-figueroa-duarte,Soneyda Figueroa Duarte,Indepaz,Femenino,2018-02-26,Puerto Asís,Putumayo,Líder comunitario,Funcionaria de la Defensoría del Pueblo de Putumayo,https://analisisurbano.org/abogada-se-resistio-a-un-hurto-y-fue-asesinada-en-puerto-asis/,2018,02
berlinda-gomez,Berlinda Gomez,"Prensa,Indepaz,Somos Defensores",Femenino,2018-02-27,Mapiripán,Meta,Líder indígena,Miembro de la comunidad indígena Jiw,https://www.justiciaypazcolombia.com/hallan-cuerpo-sin-vida-de-indigena-jiw/,2018,02
julio-cesar-urango,Julio Cesar Urango Sanchez,"Prensa,Indepaz,Somos Defensores,CODHES",Masculino,2018-03-01,Caucasia,Antioquia,Líder indígena,Lider de la comunidad indigena Senu Tigre Dos del municipio de Caucasia,https://miregion360.com/asesinan-un-lider-indigena-en-caucasia/,2018,03
hermilsun-larraonda-rendon,Hermilsun Larraonda Rendon,"Prensa,Indepaz,Somos Defensores,CODHES",Masculino,2018-03-02,Orito,Putumayo,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal del Barrio Los Alpes, directivo comunal",http://wakende.sicodhes.org/reports/view/106019,2018,03
aider-arley-campo,Éider Arley Campo Hurtado,"Prensa,Indepaz,Somos Defensores",Masculino,2018-03-05,El Pital de Caldono,Cauca,Líder indígena,Miembro del colectivo de comunicación Pelsxhab stereo Resguardo de Pioyá,https://www.telesurtv.net/news/Asesinan-en-Colombia-a-comunicador-indigena-Eider-Hurtado-20180305-0022.html; http://onic.org.co/comunicados-regionales/2322-asesinan-a-comunicador-de-la-red-amcic-en-el-cauca,2018,03
luis-arturo-royet,Luis Arturo Royet Campo,"Prensa,Indepaz,Somos Defensores,CODHES",Masculino,2018-03-06,San José de Uré,Córdoba,Líder comunal - JAC,Presidente de Junta de Acción Comunal de la vereda Santa Isabel corregimiento Doradas,https://www.elheraldo.co/cordoba/lider-civico-asesinado-en-ure-cordoba-hablo-con-sus-asesinos-467850,2018,03
tomas-barreto-moreno,Tomas Barreto Moreno,"Prensa,Pacifista,Indepaz,CODHES",Masculino,2018-03-10,San José de Uré,Córdoba,Líder afrodescendiente,Miembro del Consejo Comunitario de Comunidades Afro; en San Jose de Ure; Cordoba,https://www.elheraldo.co/cordoba/asesinan-lider-de-las-negritudes-en-cordoba-469214,2018,03
juan-mena,Juan Mena,"Prensa,Pacifista,Indepaz,Somos Defensores,CODHES",Masculino,2018-03-18,Quibdó,Chocó,Líder comunal - JAC,Presidente de la Junta de Accion Comunal del sector La Arrocera del barrio alamos,https://colombia2020.elespectador.com/territorio/asesinan-un-lider-comunitario-en-zona-norte-de-quibdo,2018,03
gildardo-antonio-valdes,Gildardo Antonio Valdés,"Prensa,Indepaz,Somos Defensores",Masculino,2018-03-19,Anorí,Antioquia,Líder comunal - JAC,Tesorero de la Junta de Acción Comunal Vereda Concha Abajo,http://www.porlosderechoshumanos.com/portal/noticias/generacion-1/10-homicidios-y-111-agresiones-a-lideres-durante-el-primer-semestre-de-2017,2018,03
jose-anibal-herrera,Jose Anibal Herrera,"Prensa,Pacifista,Indepaz,Somos Defensores,CODHES",Masculino,2018-03-22,Puerto Valdivia,Antioquia,Líder comunitario,Miembro de la Organizacion ASOCBAC de Puerto Valdivia,https://www.lafm.com.co/colombia/dos-lideres-sociales-fueron-hallados-sin-vida-en-antioquia-en-menos-de-24-horas,2018,03
jorge-miguel-polanco,Jorge Miguel Polanco Avila,"Prensa,Indepaz,Somos Defensores,CODHES",Masculino,2018-03-25,Cáceres,Antioquia,Líder comunal - JAC,Presidente de la Junta de Acción Comunal de la vereda Caño Prieto,https://analisisurbano.org/arremetida-sangrienta-contra-lideres-sociales-dos-mas-fueron-asesinados-en-caucasia/,2018,03
victor-alfonso-zabaleta,Victor Alfonso Zabaleta Oviedo,"Prensa,Pacifista,Indepaz,Somos Defensores,CODHES",Masculino,2018-03-25,Cáceres,Antioquia,Líder comunal - JAC,Presidente de la Junta de Accion Comunal de la vereda El Rizo del municipio de Caceres,http://wakende.sicodhes.org/reports/view/106010,2018,03
jose-wilson-escue,Jose Wilson Escue Vitonco,Indepaz,Masculino,2018-03-26,Caloto,Cauca,Líder indígena,"Miembro de la Guardía Indígena, Cabildo de Pioyá y Comunicador del pueblo indígena.",http://www.onic.org.co/comunicados-regionales/2341-comunero-indigena-es-asesinado-en-operativo-de-la-fuerza-publica-en-el-corregimiento-del-palo-caloto-zona-campesina,2018,03
maria-magdalena-cruz,Maria Magdalena Cruz Rojas,"Prensa,Pacifista,Indepaz,Somos Defensores,CODHES",Femenino,2018-03-30,Mapiripán,Meta,Líder campesino o agrario,Miembro del Programa Nacional de Sustitucion de Cultivos Ilicitos,https://www.publico.es/internacional/asesinada-colombia-lider-campesina-maria-magdalena-cruz-rojas.html,2018,03
belisario-benavides-ordonez,Belisario Benavides Ordoñez,"Prensa,Pacifista,Indepaz,Somos Defensores,CODHES",Masculino,2018-03-30,Rosas,Cauca,Líder comunitario,Dirigente social e integrante de la Mesa de Victimas del Municipio de Rosas,https://www.elespectador.com/noticias/judicial/capturan-presunto-autor-de-crimen-de-lider-social-en-cauca-articulo-792934,2018,03
hector-janer-latin,Hector Janer Latin,"Prensa,Indepaz,Somos Defensores",Masculino,2018-03-30,Corinto,Cauca,Líder indígena,Liberador de la Madre Tierra en Corinto,https://prensarural.org/spip/spip.php?article22896,2018,03
alvaro-perez,Álvaro Perez,"Prensa,Indepaz,CODHES",Masculino,2018-04-04,Tibú,Norte de Santander,Líder campesino o agrario,Responsable del comité barrial del municipio de san Calixto,http://www.eltiempo.com/colombia/otras-ciudades/asesinato-de-lider-social-en-el-catatumbo-en-norte-de-santander-201636,2018,04
claudio-chavez,Claudio Chavez,Indepaz,Masculino,2018-04-10,San Jose Del Palmar,Chocó,Líder comunitario,Presidente de la Asociación Campesina del corregimiento La Italia.,SD; https://noticias.caracoltv.com/colombia/dos-defensores-de-victimas-fueron-asesinados-en-choco,2018,04
efren-zuniga-dorado,Efren Zuñiga Dorado,Indepaz,Masculino,2018-04-16,Piendamo,Cauca,Líder comunitario,Docente,http://caracol.com.co/emisora/2018/04/16/popayan/1523894803_553766.html; https://www.marchapatriotica.org/wp-content/uploads/2018/06/Informe-l%C3%ADderes-y-defensores-2018-1.pdf,2018,04
